Step;brand_0;avg_purchases_0;std0;min0;max0;brand_1;avg_purchases_1;std1;min1;max1;brand_2;avg_purchases_2;std2;min2;max2;brand_3;avg_purchases_3;std3;min3;max3



0;0;23.733333333333334;4,0083;19,0000;32,0000;1;28.733333333333334;5,7875;21,0000;39,0000;2;17.4;3,8877;12,0000;26,0000;3;21.866666666666667;4,8236;14,0000;32,0000
1;0;25.166666666666668;4,8215;19,0000;37,0000;1;29.6;5,0213;21,0000;39,0000;2;17.9;4,2374;10,0000;26,0000;3;23.233333333333334;4,7028;14,0000;33,0000
2;0;24.822222222222223;4,7687;15,0000;37,0000;1;29.42222222222222;4,9059;21,0000;42,0000;2;18.244444444444444;4,2542;10,0000;27,0000;3;24.711111111111112;5,0210;14,0000;35,0000
3;0;25.166666666666668;4,4728;15,0000;37,0000;1;29.85;5,2781;20,0000;42,0000;2;18.033333333333335;4,2902;10,0000;27,0000;3;25.4;5,2568;14,0000;38,0000
4;0;25.186666666666667;4,5491;15,0000;37,0000;1;30.253333333333334;5,2275;20,0000;43,0000;2;18.706666666666667;4,4442;10,0000;29,0000;3;25.813333333333333;5,5670;14,0000;38,0000
5;0;25.677777777777777;4,7234;15,0000;37,0000;1;30.0;5,4153;19,0000;43,0000;2;18.744444444444444;4,3924;10,0000;29,0000;3;26.177777777777777;5,4455;14,0000;38,0000
6;0;26.142857142857146;4,9253;15,0000;41,0000;1;29.876190476190477;5,2380;19,0000;43,0000;2;19.00952380952381;4,2392;10,0000;29,0000;3;26.123809523809523;5,4326;14,0000;38,0000
7;0;26.266666666666666;4,9548;15,0000;41,0000;1;29.833333333333332;5,0332;19,0000;43,0000;2;19.241666666666667;4,2683;10,0000;29,0000;3;26.333333333333336;5,5281;14,0000;39,0000
8;0;26.4;4,9868;15,0000;41,0000;1;29.77777777777778;4,9605;19,0000;43,0000;2;19.11851851851852;4,3298;10,0000;29,0000;3;26.370370370370374;5,4850;14,0000;39,0000
9;0;26.4;4,9003;15,0000;41,0000;1;29.76;4,8958;19,0000;43,0000;2;19.033333333333335;4,2732;10,0000;29,0000;3;26.466666666666665;5,3491;14,0000;39,0000
10;0;26.448484848484846;5,1103;15,0000;46,0000;1;29.842424242424244;4,9767;19,0000;45,0000;2;19.115151515151517;4,2847;10,0000;29,0000;3;26.721212121212123;5,3904;14,0000;39,0000
11;0;26.322222222222223;5,0822;15,0000;46,0000;1;29.866666666666667;5,1702;19,0000;48,0000;2;19.066666666666666;4,1650;10,0000;29,0000;3;26.83888888888889;5,2896;14,0000;39,0000
12;0;26.33846153846154;5,1039;15,0000;46,0000;1;29.846153846153847;5,1630;19,0000;48,0000;2;18.974358974358974;4,1535;10,0000;29,0000;3;26.800000000000004;5,2726;14,0000;39,0000
13;0;26.385714285714286;5,1762;15,0000;46,0000;1;29.795238095238094;5,1967;19,0000;48,0000;2;19.02857142857143;4,2256;10,0000;30,0000;3;26.795238095238098;5,1607;14,0000;39,0000
14;0;26.22222222222222;5,1508;15,0000;46,0000;1;29.697777777777777;5,1293;19,0000;48,0000;2;18.982222222222223;4,1393;10,0000;30,0000;3;26.808888888888887;5,2248;14,0000;39,0000
15;0;26.041666666666664;5,1762;15,0000;46,0000;1;29.908333333333335;5,2630;19,0000;48,0000;2;19.0125;4,0792;10,0000;30,0000;3;26.708333333333336;5,1924;13,0000;39,0000
16;0;26.176470588235297;5,1890;15,0000;46,0000;1;29.905882352941177;5,3668;18,0000;48,0000;2;19.058823529411764;4,0392;10,0000;30,0000;3;26.682352941176468;5,2471;13,0000;39,0000
17;0;26.11851851851852;5,1187;15,0000;46,0000;1;29.92962962962963;5,3019;18,0000;48,0000;2;19.09259259259259;4,0105;10,0000;30,0000;3;26.470370370370368;5,2990;13,0000;39,0000
18;0;26.09824561403509;5,0822;15,0000;46,0000;1;29.898245614035087;5,2494;18,0000;48,0000;2;18.943859649122807;4,1398;8,0000;30,0000;3;26.42105263157895;5,2660;13,0000;39,0000
19;0;26.113333333333333;5,0204;15,0000;46,0000;1;29.926666666666666;5,2037;18,0000;48,0000;2;19.03;4,1368;8,0000;30,0000;3;26.410000000000004;5,2339;13,0000;39,0000
20;0;26.12063492063492;5,0005;15,0000;46,0000;1;29.90793650793651;5,1944;18,0000;48,0000;2;18.974603174603175;4,1091;8,0000;30,0000;3;26.365079365079364;5,2960;13,0000;39,0000
21;0;26.14242424242424;4,9644;15,0000;46,0000;1;30.01818181818182;5,2725;18,0000;48,0000;2;18.996969696969696;4,0652;8,0000;30,0000;3;26.439393939393938;5,3666;13,0000;39,0000
22;0;26.18550724637681;4,9398;15,0000;46,0000;1;30.014492753623188;5,2254;18,0000;48,0000;2;18.93913043478261;4,0130;8,0000;30,0000;3;26.414492753623186;5,3265;13,0000;39,0000
23;0;26.15277777777778;4,9309;15,0000;46,0000;1;30.1;5,2376;18,0000;48,0000;2;18.96388888888889;4,0051;8,0000;30,0000;3;26.477777777777778;5,2972;13,0000;39,0000
24;0;26.154666666666664;5,0397;14,0000;46,0000;1;30.122666666666667;5,2188;18,0000;48,0000;2;18.96;4,0135;8,0000;30,0000;3;26.498666666666665;5,2412;13,0000;39,0000
25;0;26.25897435897436;5,1103;14,0000;46,0000;1;30.10769230769231;5,1730;18,0000;48,0000;2;19.04871794871795;4,0543;8,0000;30,0000;3;26.45641025641026;5,1812;13,0000;39,0000
26;0;26.182716049382716;5,0826;14,0000;46,0000;1;30.0962962962963;5,1544;18,0000;48,0000;2;19.02716049382716;4,0659;8,0000;30,0000;3;26.530864197530867;5,2249;13,0000;42,0000
27;0;26.13095238095238;5,1097;14,0000;46,0000;1;30.107142857142854;5,1331;18,0000;48,0000;2;19.13095238095238;4,0674;8,0000;30,0000;3;26.528571428571432;5,1850;13,0000;42,0000
28;0;26.186206896551724;5,1004;14,0000;46,0000;1;30.140229885057472;5,1852;18,0000;48,0000;2;19.165517241379312;4,0703;8,0000;31,0000;3;26.597701149425284;5,2672;13,0000;44,0000
29;0;26.240000000000002;5,0846;14,0000;46,0000;1;30.115555555555552;5,2058;18,0000;48,0000;2;19.16;4,1132;8,0000;31,0000;3;26.58888888888889;5,2201;13,0000;44,0000
30;0;26.24301075268817;5,0428;14,0000;46,0000;1;30.0752688172043;5,2074;18,0000;48,0000;2;19.129032258064516;4,1310;8,0000;31,0000;3;26.649462365591397;5,2176;13,0000;44,0000
31;0;26.245833333333334;5,0279;14,0000;46,0000;1;30.085416666666667;5,1922;18,0000;48,0000;2;19.204166666666666;4,1697;8,0000;31,0000;3;26.65625;5,3516;13,0000;52,0000
32;0;26.260606060606058;4,9702;14,0000;46,0000;1;30.11717171717172;5,1651;18,0000;48,0000;2;19.22828282828283;4,1557;8,0000;31,0000;3;26.632323232323234;5,3196;13,0000;52,0000
33;0;26.294117647058822;4,9623;14,0000;46,0000;1;30.12549019607843;5,2505;18,0000;48,0000;2;19.188235294117646;4,1843;8,0000;31,0000;3;26.63137254901961;5,2667;13,0000;52,0000
34;0;26.354285714285716;4,9467;14,0000;46,0000;1;30.207619047619048;5,2394;18,0000;48,0000;2;19.16761904761905;4,1868;8,0000;31,0000;3;26.653333333333332;5,2329;13,0000;52,0000
35;0;26.325925925925922;4,9638;14,0000;46,0000;1;30.209259259259262;5,2569;17,0000;48,0000;2;19.13148148148148;4,2145;8,0000;31,0000;3;26.629629629629626;5,2198;13,0000;52,0000
36;0;26.394594594594594;5,0468;14,0000;46,0000;1;30.196396396396395;5,2369;17,0000;48,0000;2;19.142342342342342;4,2101;8,0000;31,0000;3;26.65405405405405;5,2304;13,0000;52,0000
37;0;26.44210526315789;5,0241;14,0000;46,0000;1;30.150877192982456;5,2275;17,0000;48,0000;2;19.178947368421053;4,1804;8,0000;31,0000;3;26.71578947368421;5,2105;13,0000;52,0000
38;0;26.490598290598292;5,0270;14,0000;46,0000;1;30.169230769230772;5,1741;17,0000;48,0000;2;19.172649572649572;4,1635;8,0000;31,0000;3;26.723076923076928;5,1947;13,0000;52,0000
39;0;26.501666666666665;5,0148;14,0000;46,0000;1;30.09;5,1552;17,0000;48,0000;2;19.17;4,1745;8,0000;31,0000;3;26.68333333333333;5,2158;13,0000;52,0000
40;0;26.520325203252032;4,9983;14,0000;46,0000;1;30.048780487804876;5,1455;17,0000;48,0000;2;19.16910569105691;4,1625;8,0000;31,0000;3;26.702439024390245;5,1768;13,0000;52,0000
41;0;26.520634920634922;4,9569;14,0000;46,0000;1;30.01111111111111;5,1206;17,0000;48,0000;2;19.166666666666664;4,1543;8,0000;31,0000;3;26.719047619047622;5,1526;13,0000;52,0000
42;0;26.482170542635657;4,9540;14,0000;46,0000;1;30.003100775193797;5,1372;16,0000;48,0000;2;19.217054263565892;4,1843;8,0000;31,0000;3;26.728682170542633;5,1532;13,0000;52,0000
43;0;26.43333333333333;4,9618;14,0000;46,0000;1;29.951515151515153;5,1515;16,0000;48,0000;2;19.206060606060607;4,1767;8,0000;31,0000;3;26.737878787878792;5,1799;13,0000;52,0000
44;0;26.437037037037033;4,9571;14,0000;46,0000;1;29.915555555555557;5,1876;16,0000;48,0000;2;19.185185185185183;4,1564;8,0000;31,0000;3;26.687407407407406;5,1694;13,0000;52,0000
45;0;26.386956521739126;4,9613;14,0000;46,0000;1;29.89710144927536;5,1643;16,0000;48,0000;2;19.240579710144928;4,1639;8,0000;31,0000;3;26.71014492753623;5,1446;13,0000;52,0000
46;0;26.401418439716313;4,9318;14,0000;46,0000;1;29.916312056737592;5,1822;16,0000;48,0000;2;19.245390070921985;4,1531;8,0000;31,0000;3;26.693617021276594;5,1536;13,0000;52,0000
47;0;26.402777777777782;4,9235;14,0000;46,0000;1;29.906944444444445;5,1833;16,0000;48,0000;2;19.252777777777776;4,1529;8,0000;31,0000;3;26.68333333333333;5,1882;13,0000;52,0000
48;0;26.40136054421769;4,9196;14,0000;46,0000;1;29.95374149659864;5,1894;16,0000;48,0000;2;19.214965986394557;4,1449;8,0000;31,0000;3;26.700680272108844;5,2022;13,0000;52,0000
49;0;26.397333333333332;4,9199;14,0000;46,0000;1;29.95733333333333;5,1750;16,0000;48,0000;2;19.232;4,1416;8,0000;31,0000;3;26.70266666666667;5,2036;13,0000;52,0000
50;0;26.431372549019606;4,9690;14,0000;46,0000;1;29.943790849673203;5,1740;16,0000;48,0000;2;19.250980392156862;4,1351;8,0000;31,0000;3;26.677124183006534;5,2034;13,0000;52,0000
51;0;26.455128205128204;4,9779;14,0000;46,0000;1;29.96923076923077;5,1637;16,0000;48,0000;2;19.235897435897435;4,1177;8,0000;31,0000;3;26.651282051282053;5,2078;13,0000;52,0000
52;0;26.4251572327044;4,9568;14,0000;46,0000;1;30.00503144654088;5,1450;16,0000;48,0000;2;19.262893081761007;4,1414;8,0000;31,0000;3;26.69308176100629;5,1965;13,0000;52,0000
53;0;26.439506172839504;4,9658;14,0000;46,0000;1;29.997530864197532;5,1908;16,0000;48,0000;2;19.293827160493823;4,1638;8,0000;34,0000;3;26.71358024691358;5,2190;13,0000;52,0000
54;0;26.472727272727276;4,9600;14,0000;46,0000;1;29.964848484848485;5,1870;16,0000;48,0000;2;19.253333333333334;4,1743;8,0000;34,0000;3;26.73090909090909;5,1917;13,0000;52,0000
55;0;26.44761904761905;4,9481;14,0000;46,0000;1;29.995238095238093;5,1680;16,0000;48,0000;2;19.251190476190477;4,1609;8,0000;34,0000;3;26.728571428571428;5,1839;13,0000;52,0000
56;0;26.437426900584796;4,9281;14,0000;46,0000;1;30.0187134502924;5,1527;16,0000;48,0000;2;19.281871345029238;4,1895;8,0000;34,0000;3;26.761403508771927;5,1889;13,0000;52,0000
57;0;26.428735632183912;4,9127;14,0000;46,0000;1;30.00459770114943;5,1406;16,0000;48,0000;2;19.291954022988506;4,1723;8,0000;34,0000;3;26.75862068965517;5,1753;13,0000;52,0000
58;0;26.465536723163844;4,9340;14,0000;46,0000;1;30.014689265536724;5,1250;16,0000;48,0000;2;19.293785310734464;4,1662;8,0000;34,0000;3;26.763841807909607;5,1627;13,0000;52,0000
59;0;26.46333333333333;4,9117;14,0000;46,0000;1;29.95777777777778;5,1451;16,0000;48,0000;2;19.321111111111115;4,1662;8,0000;34,0000;3;26.79444444444444;5,1583;13,0000;52,0000
60;0;26.430601092896172;4,9088;14,0000;46,0000;1;29.9672131147541;5,1370;16,0000;48,0000;2;19.344262295081972;4,1872;8,0000;34,0000;3;26.79672131147541;5,1539;13,0000;52,0000
61;0;26.418279569892473;4,9181;14,0000;46,0000;1;29.979569892473116;5,1407;16,0000;48,0000;2;19.34623655913979;4,1811;8,0000;34,0000;3;26.820430107526885;5,1250;13,0000;52,0000
62;0;26.419047619047618;4,9425;14,0000;46,0000;1;29.99047619047619;5,1395;16,0000;48,0000;2;19.324867724867723;4,1748;8,0000;34,0000;3;26.840211640211646;5,1316;12,0000;52,0000
63;0;26.357291666666665;4,9903;14,0000;46,0000;1;30.016666666666666;5,1452;16,0000;48,0000;2;19.326041666666665;4,1839;8,0000;34,0000;3;26.838541666666664;5,1259;12,0000;52,0000
64;0;26.346666666666668;4,9993;14,0000;46,0000;1;29.968205128205128;5,1341;16,0000;48,0000;2;19.326153846153847;4,1717;8,0000;34,0000;3;26.850256410256414;5,1091;12,0000;52,0000
65;0;26.305050505050506;5,0094;14,0000;46,0000;1;29.96363636363636;5,1145;16,0000;48,0000;2;19.34040404040404;4,1660;8,0000;34,0000;3;26.837373737373735;5,1104;12,0000;52,0000
66;0;26.32636815920398;5,0386;13,0000;46,0000;1;29.99004975124378;5,1037;16,0000;48,0000;2;19.333333333333336;4,1596;8,0000;34,0000;3;26.851741293532335;5,1095;12,0000;52,0000
67;0;26.305882352941172;5,0391;13,0000;46,0000;1;29.990196078431374;5,0928;16,0000;48,0000;2;19.34019607843137;4,1946;8,0000;34,0000;3;26.82843137254902;5,1099;12,0000;52,0000
68;0;26.285024154589376;5,0440;13,0000;46,0000;1;29.952657004830918;5,0919;16,0000;48,0000;2;19.340096618357485;4,1918;8,0000;34,0000;3;26.819323671497585;5,1126;12,0000;52,0000
69;0;26.311428571428575;5,0501;13,0000;46,0000;1;29.90571428571429;5,0896;16,0000;48,0000;2;19.361904761904768;4,2077;8,0000;34,0000;3;26.868571428571425;5,1413;12,0000;52,0000
70;0;26.326760563380283;5,0440;13,0000;46,0000;1;29.890140845070423;5,0928;16,0000;48,0000;2;19.36244131455399;4,2222;8,0000;34,0000;3;26.877934272300468;5,1502;12,0000;52,0000
71;0;26.30648148148148;5,0243;13,0000;46,0000;1;29.878703703703703;5,0862;16,0000;48,0000;2;19.346296296296302;4,2390;8,0000;34,0000;3;26.87777777777778;5,1338;12,0000;52,0000
72;0;26.275799086757996;5,0307;13,0000;46,0000;1;29.858447488584474;5,0833;16,0000;48,0000;2;19.38630136986301;4,2677;8,0000;34,0000;3;26.901369863013695;5,1379;12,0000;52,0000
73;0;26.250450450450455;5,0334;13,0000;46,0000;1;29.846846846846848;5,0972;16,0000;48,0000;2;19.390090090090087;4,2552;8,0000;34,0000;3;26.882882882882882;5,1529;12,0000;52,0000
74;0;26.252444444444443;5,0157;13,0000;46,0000;1;29.85333333333334;5,1033;16,0000;48,0000;2;19.420444444444442;4,3012;8,0000;34,0000;3;26.883555555555557;5,1440;12,0000;52,0000
75;0;26.238596491228073;5,0140;13,0000;46,0000;1;29.86315789473684;5,1025;16,0000;48,0000;2;19.43333333333333;4,3004;8,0000;34,0000;3;26.899999999999995;5,1366;12,0000;52,0000
76;0;26.24848484848485;5,0076;13,0000;46,0000;1;29.85108225108225;5,1055;16,0000;48,0000;2;19.419047619047625;4,3010;8,0000;34,0000;3;26.898701298701297;5,1191;12,0000;52,0000
77;0;26.26752136752137;5,0133;13,0000;46,0000;1;29.840170940170943;5,1140;16,0000;48,0000;2;19.430769230769236;4,3105;8,0000;34,0000;3;26.879487179487185;5,1146;12,0000;52,0000
78;0;26.264978902953583;5,0019;13,0000;46,0000;1;29.808438818565396;5,1386;16,0000;48,0000;2;19.43966244725739;4,3110;8,0000;34,0000;3;26.870886075949368;5,1077;12,0000;52,0000
79;0;26.261666666666667;4,9999;13,0000;46,0000;1;29.807499999999997;5,1395;16,0000;48,0000;2;19.442500000000003;4,3022;8,0000;34,0000;3;26.867499999999996;5,1085;12,0000;52,0000
80;0;26.305349794238687;5,0067;13,0000;46,0000;1;29.799176954732516;5,1337;16,0000;48,0000;2;19.446090534979426;4,2942;8,0000;34,0000;3;26.87736625514403;5,1013;12,0000;52,0000
81;0;26.332520325203255;5,0137;13,0000;46,0000;1;29.797560975609752;5,1323;16,0000;48,0000;2;19.44146341463415;4,3060;8,0000;34,0000;3;26.846341463414635;5,1052;12,0000;52,0000
82;0;26.35582329317269;5,0012;13,0000;46,0000;1;29.769477911646582;5,1363;16,0000;48,0000;2;19.45060240963856;4,2946;8,0000;34,0000;3;26.85943775100402;5,1049;12,0000;52,0000
83;0;26.36031746031746;4,9953;13,0000;46,0000;1;29.775396825396825;5,1418;16,0000;48,0000;2;19.43174603174603;4,2858;8,0000;34,0000;3;26.863492063492068;5,0998;12,0000;52,0000
84;0;26.354509803921566;4,9811;13,0000;46,0000;1;29.77333333333333;5,1332;16,0000;48,0000;2;19.427450980392155;4,2729;8,0000;34,0000;3;26.821176470588238;5,1148;12,0000;52,0000
85;0;26.347286821705428;4,9877;13,0000;46,0000;1;29.803100775193798;5,1405;16,0000;48,0000;2;19.41937984496124;4,2674;8,0000;34,0000;3;26.796899224806204;5,1137;12,0000;52,0000
86;0;26.341762452107282;4,9735;13,0000;46,0000;1;29.794636015325676;5,1277;16,0000;48,0000;2;19.4360153256705;4,2701;8,0000;34,0000;3;26.806896551724137;5,1107;12,0000;52,0000
87;0;26.35227272727273;4,9664;13,0000;46,0000;1;29.782575757575756;5,1263;16,0000;48,0000;2;19.42651515151515;4,2641;8,0000;34,0000;3;26.814393939393938;5,1048;12,0000;52,0000
88;0;26.349812734082395;4,9524;13,0000;46,0000;1;29.80149812734082;5,1278;16,0000;48,0000;2;19.409737827715354;4,2591;8,0000;34,0000;3;26.800749063670413;5,0916;12,0000;52,0000
89;0;26.332592592592594;4,9591;13,0000;46,0000;1;29.83111111111111;5,1479;16,0000;48,0000;2;19.418518518518525;4,2507;8,0000;34,0000;3;26.78222222222222;5,0957;12,0000;52,0000
90;0;26.315750915750918;4,9631;13,0000;46,0000;1;29.805860805860803;5,1454;16,0000;48,0000;2;19.39267399267399;4,2593;8,0000;34,0000;3;26.779487179487184;5,0838;12,0000;52,0000
91;0;26.332608695652176;4,9644;13,0000;46,0000;1;29.81521739130435;5,1318;16,0000;48,0000;2;19.41521739130435;4,2627;8,0000;34,0000;3;26.77463768115942;5,0794;12,0000;52,0000
92;0;26.3247311827957;4,9552;13,0000;46,0000;1;29.82150537634409;5,1301;16,0000;48,0000;2;19.413620071684583;4,2653;8,0000;34,0000;3;26.769892473118283;5,0767;12,0000;52,0000
93;0;26.299290780141842;4,9593;13,0000;46,0000;1;29.821276595744685;5,1184;16,0000;48,0000;2;19.41063829787234;4,2614;8,0000;34,0000;3;26.78439716312057;5,0819;12,0000;52,0000
94;0;26.307368421052633;4,9555;13,0000;46,0000;1;29.808421052631576;5,1212;16,0000;48,0000;2;19.41473684210526;4,2596;8,0000;34,0000;3;26.774035087719298;5,0701;12,0000;52,0000
95;0;26.304166666666664;4,9602;13,0000;46,0000;1;29.795138888888893;5,1034;16,0000;48,0000;2;19.409027777777776;4,2645;8,0000;34,0000;3;26.76319444444444;5,0622;12,0000;52,0000
96;0;26.31683848797251;4,9592;13,0000;46,0000;1;29.789003436426114;5,1051;16,0000;48,0000;2;19.40893470790378;4,2590;8,0000;34,0000;3;26.740893470790375;5,0847;12,0000;52,0000
97;0;26.305442176870752;4,9606;13,0000;46,0000;1;29.799999999999997;5,0885;16,0000;48,0000;2;19.410884353741498;4,2439;8,0000;34,0000;3;26.737414965986392;5,0748;12,0000;52,0000
98;0;26.315151515151516;4,9680;13,0000;46,0000;1;29.80471380471381;5,0853;16,0000;48,0000;2;19.410774410774412;4,2450;8,0000;34,0000;3;26.73737373737374;5,0640;12,0000;52,0000
99;0;26.305333333333333;4,9599;13,0000;46,0000;1;29.796666666666663;5,0828;16,0000;48,0000;2;19.422666666666668;4,2311;8,0000;34,0000;3;26.741333333333337;5,0527;12,0000;52,0000
100;0;26.292409240924094;4,9591;13,0000;46,0000;1;29.80726072607261;5,0825;16,0000;48,0000;2;19.40858085808581;4,2297;8,0000;34,0000;3;26.74455445544554;5,0483;12,0000;52,0000
101;0;26.307189542483663;4,9513;13,0000;46,0000;1;29.817647058823532;5,0867;16,0000;48,0000;2;19.401960784313722;4,2374;8,0000;34,0000;3;26.754901960784316;5,0576;12,0000;52,0000
102;0;26.297734627831716;4,9405;13,0000;46,0000;1;29.788996763754042;5,0885;15,0000;48,0000;2;19.392880258899673;4,2502;8,0000;34,0000;3;26.744983818770226;5,0516;12,0000;52,0000
103;0;26.290384615384617;4,9399;13,0000;46,0000;1;29.780769230769227;5,0912;15,0000;48,0000;2;19.396153846153844;4,2503;8,0000;34,0000;3;26.739102564102563;5,0488;12,0000;52,0000
104;0;26.276190476190475;4,9413;13,0000;46,0000;1;29.754285714285714;5,0875;15,0000;48,0000;2;19.413968253968257;4,2570;8,0000;34,0000;3;26.734603174603173;5,0284;12,0000;52,0000
105;0;26.289308176100626;4,9354;13,0000;46,0000;1;29.774213836477983;5,0860;15,0000;48,0000;2;19.421383647798745;4,2577;8,0000;34,0000;3;26.72830188679245;5,0387;12,0000;52,0000
106;0;26.305919003115264;4,9315;13,0000;46,0000;1;29.78691588785047;5,0927;15,0000;48,0000;2;19.42679127725857;4,2708;8,0000;34,0000;3;26.72897196261682;5,0258;12,0000;52,0000
107;0;26.31234567901235;4,9437;13,0000;46,0000;1;29.793827160493823;5,1048;15,0000;48,0000;2;19.45246913580247;4,2853;8,0000;34,0000;3;26.738271604938273;5,0255;12,0000;52,0000
108;0;26.307033639143732;4,9374;13,0000;46,0000;1;29.793272171253825;5,0961;15,0000;48,0000;2;19.472171253822623;4,2852;8,0000;34,0000;3;26.732110091743117;5,0221;12,0000;52,0000
109;0;26.293333333333333;4,9260;13,0000;46,0000;1;29.794545454545457;5,0840;15,0000;48,0000;2;19.46545454545454;4,2896;8,0000;34,0000;3;26.716363636363635;5,0245;12,0000;52,0000
110;0;26.303903903903905;4,9430;13,0000;46,0000;1;29.78258258258258;5,0913;15,0000;48,0000;2;19.476276276276273;4,2818;8,0000;34,0000;3;26.72852852852853;5,0162;12,0000;52,0000
111;0;26.286309523809525;4,9574;13,0000;46,0000;1;29.787500000000005;5,0800;15,0000;48,0000;2;19.470833333333335;4,2729;8,0000;34,0000;3;26.751785714285713;5,0240;12,0000;52,0000
112;0;26.28023598820059;4,9499;13,0000;46,0000;1;29.795870206489678;5,0890;15,0000;48,0000;2;19.47492625368731;4,2725;8,0000;34,0000;3;26.75103244837758;5,0249;12,0000;52,0000
113;0;26.316959064327488;4,9594;13,0000;46,0000;1;29.769590643274853;5,0931;15,0000;48,0000;2;19.477192982456142;4,2767;8,0000;34,0000;3;26.74093567251462;5,0251;12,0000;52,0000
114;0;26.333913043478262;4,9633;13,0000;46,0000;1;29.777971014492756;5,0904;15,0000;48,0000;2;19.462608695652175;4,2723;8,0000;34,0000;3;26.77333333333333;5,0417;12,0000;52,0000
115;0;26.352298850574712;4,9673;13,0000;46,0000;1;29.77873563218391;5,0988;15,0000;48,0000;2;19.433908045977017;4,2784;8,0000;34,0000;3;26.7632183908046;5,0421;12,0000;52,0000
116;0;26.35042735042735;4,9728;13,0000;46,0000;1;29.799999999999997;5,0911;15,0000;48,0000;2;19.419373219373217;4,2734;8,0000;34,0000;3;26.774358974358975;5,0594;12,0000;52,0000
117;0;26.360451977401134;4,9926;13,0000;46,0000;1;29.796045197740114;5,0985;15,0000;48,0000;2;19.435593220338983;4,2777;8,0000;34,0000;3;26.788135593220336;5,0598;12,0000;52,0000
118;0;26.37703081232493;4,9894;13,0000;46,0000;1;29.816806722689073;5,1188;15,0000;48,0000;2;19.440336134453776;4,2898;8,0000;34,0000;3;26.777591036414567;5,0497;12,0000;52,0000
